nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000256	Jenny Agutter	1952	\N	actress,soundtrack,archive_footage	tt0074812,tt0082010,tt0848228,tt0067959
nm0000257	Alan Alda	1936	\N	actor,miscellaneous,writer	tt0068098,tt0082405,tt0097123,tt7653254
nm0000258	Stephanie Zimbalist	1956	\N	actress,writer,soundtrack	tt0083470,tt0099225,tt0076993,tt0080402
nm0000259	Ginger Lynn	1962	\N	actress,director,writer	tt0210365,tt0134898,tt0395584,tt0087562
nm0000260	Joan Allen	1956	\N	actress,producer,soundtrack	tt3170832,tt0452608,tt0115988,tt0113987
nm0000261	Karen Allen	1951	\N	actress,director,soundtrack	tt0082971,tt0088172,tt0367882,tt0077975
nm0000262	Nancy Allen	1950	\N	actress,soundtrack,archive_footage	tt0080661,tt0093870,tt0107978,tt0100502
nm0000263	Kirstie Alley	1951	2022	actress,producer,writer	tt0084726,tt0157503,tt0097778,tt0114852
nm0000264	Pedro Almodóvar	1949	\N	writer,director,producer	tt0287467,tt0101026,tt1189073,tt0095675
nm0000265	Robert Altman	1925	2006	director,producer,writer	tt0280707,tt0073440,tt0108122,tt0105151
nm0000266	Ursula Andress	1936	\N	actress,soundtrack,archive_footage	tt0055928,tt0061452,tt0060177,tt0082186
nm0000267	Julie Andrews	1935	\N	actress,writer,producer	tt0059742,tt0058331,tt0084865,tt0062362
nm0000268	Ann-Margret	1941	\N	actress,soundtrack,archive_footage	tt0066892,tt0056891,tt0060646,tt0073812
nm0000269	Jean-Jacques Annaud	1943	\N	director,producer,writer	tt0091605,tt0215750,tt2909116,tt0120102
nm0000270	Gabrielle Anwar	1970	\N	actress,producer,director	tt0108333,tt0114660,tt0105323,tt0810788
nm0000271	Anne Archer	1947	\N	actress,producer,writer	tt0093010,tt0108122,tt0105112,tt0160009
nm0000272	Fanny Ardant	1949	\N	actress,director,writer	tt0283832,tt0086551,tt0127536,tt0348853
nm0000273	Alan Arkin	1934	2023	actor,director,writer	tt1024648,tt0449059,tt0104348,tt0099487
nm0000274	David Arquette	1971	\N	producer,actor,director	tt0134084,tt0151738,tt0120082,tt0271367
nm0000275	Rosanna Arquette	1959	\N	actress,producer,director	tt0110912,tt0089017,tt0088680,tt0107711
nm0000276	Sean Astin	1971	\N	actor,producer,director	tt0167261,tt0167260,tt0120737,tt0089218
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0107290,tt0083987,tt0057115,tt0119567
nm0000278	Pernilla August	1958	\N	actress,director,writer	tt0120915,tt0104350,tt0115164,tt0121765
nm0000279	Hank Azaria	1964	\N	actor,producer,writer	tt0096697,tt1839481,tt0115685,tt0132347
nm0000280	Catherine Bach	1954	\N	actress,soundtrack,archive_footage	tt0078607,tt0072288,tt1414382,tt0119025
nm0000281	Scott Baio	1960	\N	actor,director,producer	tt0070992,tt0270846,tt0367279,tt0281680
nm0000282	Scott Bairstow	1970	\N	actor,archive_footage	tt0119925,tt0283084,tt0120512,tt0182587
nm0000283	Brenda Bakke	1963	\N	actress,archive_footage	tt0119488,tt0107144,tt0114608,tt0114781
nm0000284	Adam Baldwin	1962	\N	actor,soundtrack,archive_footage	tt0379786,tt0116629,tt0093058,tt0187393
nm0000285	Alec Baldwin	1958	\N	actor,producer,music_department	tt0407887,tt1230414,tt0318374,tt0104348
nm0000286	Stephen Baldwin	1966	\N	actor,producer,director	tt0114814,tt0115683,tt0158622,tt0486583
nm0000287	William Baldwin	1963	\N	actor,producer,stunts	tt0101393,tt0108162,tt0367089,tt0113010
nm0000288	Christian Bale	1974	\N	actor,producer,editorial_department	tt0468569,tt0372784,tt1345836,tt1800241
nm0000289	Ellen Barkin	1954	\N	actress,producer,archive_footage	tt0116277,tt0157503,tt0086856,tt0092654
nm0000290	John Barry	1933	2011	music_department,composer,actor	tt0099348,tt0089755,tt0093428,tt0081534
nm0000291	Angela Bassett	1958	\N	actress,producer,director	tt0114558,tt1825683,tt9114286,tt0118884
nm0000292	Michelle Bauer	1958	\N	actress,miscellaneous,costume_department	tt0094998,tt0103213,tt0094734,tt0098652
nm0000293	Sean Bean	1959	\N	actor,producer,animation_department	tt0120737,tt0944947,tt1181791,tt0167261
nm0000294	Amanda Bearse	1958	\N	actress,director,producer	tt0089175,tt0092400,tt9731598,tt0255132
nm0000295	Kate Beckinsale	1973	\N	actress,producer,miscellaneous	tt0401855,tt0320691,tt0338526,tt0452702
nm0000296	Robert Beltran	1953	\N	actor,soundtrack,archive_footage	tt0112178,tt0113987,tt0087799,tt0085862
nm0000297	Tom Berenger	1949	\N	actor,producer,writer	tt1375666,tt0091763,tt0085244,tt0097815
nm0000298	Candice Bergen	1946	\N	actress,producer,soundtrack	tt0212346,tt0901476,tt0256415,tt0094514
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt0090605,tt0088247,tt0117500,tt0096754
nm0000300	Juliette Binoche	1964	\N	actress,art_department,miscellaneous	tt0116209,tt2452254,tt1219827,tt1020773
nm0000301	Thora Birch	1982	\N	actress,producer,director	tt0162346,tt0107120,tt0105112,tt0169547
nm0000302	Jacqueline Bisset	1944	\N	actress,producer,soundtrack	tt0062765,tt0071877,tt0088322,tt0421054
nm0000303	Honor Blackman	1925	2020	actress,soundtrack,archive_footage	tt0058150,tt0057197,tt0054518,tt0243155
nm0000304	Linda Blair	1959	\N	actress,producer,miscellaneous	tt0070047,tt0076009,tt0089964,tt0088044
nm0000305	Mel Blanc	1908	1989	actor,music_department,soundtrack	tt0096438,tt0094939,tt0078915,tt0077278
nm0000306	Brian Blessed	1936	\N	actor,director,art_department	tt0080745,tt0120915,tt0120855,tt0107616
nm0000307	Helena Bonham Carter	1966	\N	actress,director,producer	tt0408236,tt1707386,tt0137523,tt1504320
nm0000308	Ernest Borgnine	1917	2012	actor,producer,soundtrack	tt0048356,tt0082340,tt0069113,tt0086662
nm0000309	David Bowie	1947	2016	music_artist,actor,composer	tt0091369,tt0074851,tt0482571,tt0196229
nm0000310	Bruce Boxleitner	1950	\N	actor,producer,soundtrack	tt0105946,tt0084827,tt1104001,tt0871427
nm0000311	Annie Rosar	1888	1963	actress,soundtrack,archive_footage	tt0034800,tt0034396,tt0041552,tt0052996
nm0000312	Amy Brenneman	1964	\N	actress,producer,writer	tt0209069,tt0113277,tt0116287,tt0116040
nm0000313	Jeff Bridges	1949	\N	actor,producer,art_department	tt0118715,tt1263670,tt1403865,tt0088172
nm0000314	Charles Bronson	1921	2003	actor,archive_footage	tt0071402,tt0064116,tt0057115,tt0054047
nm0000315	Louise Brooks	1906	1985	actress,soundtrack,archive_footage	tt0018737,tt0017382,tt0021917,tt0021273
nm0000316	Mel Brooks	1926	\N	actor,writer,producer	tt0094012,tt0395251,tt0082517,tt0071230
nm0000317	Clancy Brown	1959	\N	actor,producer,soundtrack	tt0111161,tt0120201,tt2279373,tt0409847
nm0000318	Tim Burton	1958	\N	producer,miscellaneous,director	tt0099487,tt1142977,tt0121164,tt0408236
nm0000319	Yancy Butler	1970	\N	actress,producer	tt1650554,tt0107076,tt0274298,tt1250777
nm0000320	Luis Buñuel	1900	1983	writer,director,actor	tt0068361,tt0061395,tt0056732,tt0055601
nm0000321	Gabriel Byrne	1950	\N	actor,producer,writer	tt0114814,tt0146675,tt0100150,tt0145531
nm0000322	Emmanuelle Béart	1963	\N	actress,director,writer	tt0283832,tt0117060,tt0113947,tt0109731
nm0000323	Michael Caine	1933	\N	actor,producer,miscellaneous	tt0468569,tt3312830,tt0124315,tt0482571
nm0000324	Barbara Carrera	1945	\N	actress,soundtrack,archive_footage	tt0086006,tt0076210,tt0084112,tt0085862
nm0000325	David Caruso	1956	\N	actor,producer,archive_footage	tt0083944,tt0228750,tt0261983,tt0099939
nm0000326	Kim Cattrall	1956	\N	actress,producer,soundtrack	tt0102975,tt1261945,tt0159206,tt1000774
nm0000327	Lacey Chabert	1982	\N	actress,producer,writer	tt0377092,tt0120738,tt0277371,tt0454082
nm0000328	Richard Chamberlain	1934	\N	actor,producer,soundtrack	tt0072308,tt0076299,tt0085101,tt0073012
nm0000329	Jackie Chan	1954	\N	producer,actor,stunts	tt0127357,tt0120812,tt0089374,tt0266915
nm0000330	Stockard Channing	1944	\N	actress,soundtrack,archive_footage	tt0120791,tt0077631,tt0108149,tt0198021
nm0000331	Chevy Chase	1943	\N	actor,writer,producer	tt0104850,tt0080487,tt0085995,tt0092086
nm0000332	Don Cheadle	1964	\N	actor,producer,director	tt0375679,tt1540133,tt0395169,tt0790770
nm0000333	Cher	1946	\N	music_artist,actress,producer	tt0093565,tt1126591,tt0100140,tt0089560
nm0000334	Chow Yun-Fat	1955	\N	actor,writer,soundtrack	tt0190332,tt0120008,tt0473444,tt1098327
nm0000335	Glenn Close	1947	\N	actress,producer,director	tt0093010,tt3750872,tt2015381,tt0094947
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0054047,tt0057115,tt0056923,tt0074695
nm0000337	Rachael Leigh Cook	1979	\N	actress,producer,writer	tt0160862,tt11100856,tt5659816,tt0331811
nm0000338	Francis Ford Coppola	1939	\N	producer,director,writer	tt0078788,tt0071360,tt0071562,tt0068646
nm0000339	Roger Corman	1926	2024	producer,director,actor	tt0102926,tt0112384,tt0099612,tt0091419
nm0000340	Cindy Crawford	1966	\N	actress,producer,soundtrack	tt0113010,tt0120577,tt1441109,tt0186549
nm0000341	Michael Crichton	1942	2008	writer,producer,director	tt0107290,tt0117998,tt0070909,tt0108757
nm0000342	James Cromwell	1940	\N	actor,producer,soundtrack	tt0119488,tt0120689,tt0144214,tt0117731
nm0000343	David Cronenberg	1943	\N	actor,director,writer	tt0091064,tt0094964,tt0120907,tt0115964
nm0000344	Denise Crosby	\N	\N	actress,producer,archive_footage	tt0098084,tt0104119,tt0097889,tt0120647
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0113097,tt0101587,tt0098635,tt0122933
nm0000346	Macaulay Culkin	1980	\N	actor,producer,director	tt0099785,tt0102492,tt0107034,tt0104431
nm0000347	Tim Curry	1946	\N	actor,producer,soundtrack	tt0073629,tt0112715,tt0117110,tt0088930
nm0000348	Tony Curtis	1925	2010	actor,producer,soundtrack	tt0053291,tt0051036,tt0054331,tt0066701
nm0000349	Joan Cusack	1962	\N	actress,writer,soundtrack	tt0119360,tt0119229,tt0096463,tt1659337
nm0000350	Beverly D'Angelo	1951	\N	actress,producer,soundtrack	tt0085995,tt0120434,tt0120586,tt0097958
nm0000351	Donna D'Errico	1968	\N	actress,director,producer	tt4459134,tt12861508,tt7235466,tt4270458
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,director	tt0119654,tt0209958,tt0093058,tt0109707
nm0000353	Willem Dafoe	1955	\N	actor,producer,writer	tt0145487,tt6938828,tt5649144,tt7984734
nm0000354	Matt Damon	1970	\N	producer,actor,writer	tt0119217,tt3659388,tt0407887,tt0134119
nm0000355	Anthony Daniels	1946	\N	actor,producer,writer	tt2488496,tt2527336,tt0076759,tt0080684
nm0000356	Sybil Danning	\N	\N	actress,producer,writer	tt0080421,tt0085672,tt0373883,tt0072281
nm0000357	Lolita Davidovich	1961	\N	actress,archive_footage	tt0329717,tt0096943,tt0092513,tt0110146
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0469494,tt0104691,tt0443272,tt0217505
nm0000359	Olivier De Funès	1949	\N	actor,writer,soundtrack	tt0250077,tt0064425,tt0065848,tt0060475
nm0000360	Rebecca De Mornay	1959	\N	actress,producer,director	tt0104389,tt0089941,tt0086200,tt0396269
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0086984,tt0080661,tt0074285,tt0094226
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0117008,tt0098621,tt0103776,tt0119488
nm0000363	Loren Dean	1969	\N	actor,soundtrack,archive_footage	tt2935510,tt7959026,tt0112384,tt0119177
nm0000364	Sandra Dee	1942	2005	actress,soundtrack,archive_footage	tt0052847,tt0056093,tt0054759,tt0052918
nm0000365	Julie Delpy	1969	\N	actress,writer,producer	tt0111507,tt0841044,tt0112471,tt0381681
nm0000366	Catherine Deneuve	1943	\N	actress,producer,talent_agent	tt0283832,tt0061395,tt0168629,tt0059646
nm0000367	Gérard Depardieu	1948	\N	actor,producer,director	tt0099334,tt0120744,tt0103594,tt0099699
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt0107290,tt7653254,tt2305051,tt0090756
nm0000369	Matt Dillon	1964	\N	actor,director,producer	tt0129387,tt0375679,tt0097240,tt4003440
nm0000370	Walt Disney	1901	1966	producer,actor,miscellaneous	tt0029583,tt0048280,tt0034492,tt0058331
nm0000371	Ami Dolenz	1969	\N	actress,producer,miscellaneous	tt0092718,tt0107949,tt0110913,tt0056758
nm0000372	Amanda Donohoe	1962	\N	actress,producer,archive_footage	tt0119528,tt0095488,tt0090466,tt0110428
nm0000373	Michael Dorn	1952	\N	actor,director,writer	tt0117731,tt0092455,tt0120844,tt0111280
nm0000374	Brad Dourif	1950	\N	actor,archive_footage,archive_sound	tt0167261,tt0073486,tt0095647,tt0087182
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,writer	tt0371746,tt1300854,tt0988045,tt4154796
nm0000376	Fran Drescher	1957	\N	writer,actress,producer	tt0106080,tt0118691,tt0837562,tt0098546
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,writer	tt0076095,tt0075860,tt0073195,tt0069704
nm0000378	Minnie Driver	1970	\N	actress,producer,soundtrack	tt0112679,tt0496343,tt0119217,tt5592146
nm0000379	Kirsten Dunst	1982	\N	actress,producer,director	tt0145487,tt1527186,tt0110148,tt0422720
nm0000380	Robert Duvall	1931	\N	actor,producer,director	tt0118632,tt0086423,tt1872194,tt0316356
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0108757,tt0092099,tt0443706,tt0088000
nm0000382	Atom Egoyan	1960	\N	director,writer,producer	tt0120255,tt0273435,tt1352824,tt2326612
nm0000383	Jennifer Ehle	1969	\N	actress,archive_footage	tt1790885,tt2392830,tt4919484,tt0112130
nm0000384	Danny Elfman	1953	\N	music_department,composer,actor	tt0107688,tt0367594,tt0121164,tt0119654
nm0000385	Sam Elliott	1944	\N	actor,producer,writer	tt1517451,tt0286716,tt5655222,tt0098206
nm0000386	Roland Emmerich	1955	\N	writer,producer,director	tt0116629,tt0120685,tt0319262,tt1628841
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,director	tt0087800,tt0329101,tt0095742,tt0093629
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0093058,tt0114369,tt0324216,tt0095647
nm0000389	Emilio Estevez	1962	\N	actor,director,producer	tt1441912,tt0308055,tt3294746,tt0100994
nm0000390	Joe Eszterhas	1944	\N	writer,producer,miscellaneous	tt0103772,tt0114436,tt0108162,tt0118577
nm0000391	Rupert Everett	1959	\N	actor,producer,writer	tt0119738,tt2404639,tt0109592,tt0122541
nm0000392	Morgan Fairchild	1950	\N	actress,producer,miscellaneous	tt0108778,tt0084652,tt1754944,tt0081858
nm0000393	Peter Falk	1927	2011	actor,producer,director	tt1466074,tt0074937,tt0093779,tt0281322
nm0000394	Chris Farley	1964	1997	actor,stunts,miscellaneous	tt0114694,tt0118708,tt0115697,tt0106598
nm0000395	Terry Farrell	1963	\N	actress,soundtrack,archive_footage	tt0106145,tt0174378,tt0104409,tt0090685
nm0000396	Farrah Fawcett	1947	2009	actress,producer,miscellaneous	tt0079285,tt0074812,tt0082136,tt0091024
nm0000397	Corey Feldman	\N	\N	actor,producer,director	tt0092005,tt0093437,tt0089218,tt0096734
nm0000398	Sally Field	1946	\N	actress,producer,director	tt0109830,tt0443272,tt0098384,tt0076729
nm0000399	David Fincher	1962	\N	producer,director,writer	tt0114369,tt2267998,tt0443706,tt1285016
nm0000400	Linda Fiorentino	1958	\N	actress,soundtrack,archive_footage	tt0110308,tt0119654,tt0120655,tt0088680
nm0000401	Laurence Fishburne	1961	\N	actor,producer,director	tt0133093,tt0234215,tt1598778,tt0327056
nm0000402	Carrie Fisher	1956	2016	actress,miscellaneous,writer	tt0076759,tt2527336,tt0080684,tt0086190
nm0000403	Bridget Fonda	1964	\N	actress,soundtrack,archive_footage	tt0120324,tt0107843,tt0105414,tt0139414
nm0000404	Jane Fonda	1937	\N	actress,producer,miscellaneous	tt0067309,tt0062711,tt3312830,tt0077362
nm0000405	Michelle Forbes	1965	\N	actress,archive_footage,archive_sound	tt0107302,tt0844441,tt0116225,tt1951266
nm0000406	John Ford	1894	1973	director,producer,actor	tt0045061,tt0032551,tt0033729,tt0031971
nm0000407	Vivica A. Fox	1964	\N	actress,producer,director	tt0116629,tt0266697,tt0373474,tt0118688
nm0000408	Jonathan Frakes	1952	\N	actor,director,producer	tt0117731,tt0120844,tt0111280,tt0253754
nm0000409	Brendan Fraser	1968	\N	actor,producer,art_department	tt0120616,tt0375679,tt0209163,tt13833688
nm0000410	Stephen Fry	1957	\N	actor,writer,producer	tt0280707,tt0434409,tt0120514,tt0371724
nm0000411	Edward Furlong	1977	\N	actor,producer,soundtrack	tt0103064,tt0165710,tt0120586,tt0990407
nm0000412	Andy Garcia	1956	\N	actor,producer,director	tt0240772,tt0099674,tt0349903,tt0343996
nm0000413	Janeane Garofalo	1964	\N	actress,writer,producer	tt0132347,tt0382932,tt0117979,tt0243655
nm0000414	Teri Garr	1947	\N	actress,miscellaneous,soundtrack	tt0084805,tt0075860,tt0072431,tt0085970
nm0000415	Jami Gertz	1965	\N	actress,producer,executive	tt0117998,tt0093437,tt0320970,tt0088128
nm0000416	Terry Gilliam	1940	\N	director,writer,actor	tt0088846,tt0071853,tt0081633,tt1054606
nm0000417	Crispin Glover	\N	\N	actor,director,writer	tt0118141,tt0310357,tt0091860,tt1898069
nm0000418	Danny Glover	1946	\N	actor,producer,director	tt0093409,tt0122151,tt0097733,tt1190080
nm0000419	Jean-Luc Godard	1930	2022	director,writer,editor	tt0057869,tt0056663,tt0058898,tt0059592
nm0000420	Valeria Golino	1965	\N	actress,director,producer	tt0095953,tt8613070,tt0102059,tt0107144
nm0000421	Cuba Gooding Jr.	1968	\N	actor,writer,producer	tt0116695,tt0316465,tt0203019,tt0101507
nm0000422	John Goodman	1952	\N	actor,producer,soundtrack	tt1179933,tt0101410,tt1024648,tt1907668
nm0000423	Serena Grandi	1958	\N	actress,archive_footage	tt2358891,tt0089598,tt0104123,tt0089271
nm0000424	Hugh Grant	1960	\N	actor,soundtrack,archive_footage	tt0314331,tt0276751,tt0109831,tt0125439
nm0000425	Peter Greenaway	1942	\N	director,writer,editor	tt0097108,tt0446750,tt1702429,tt0092929
nm0000426	Jennifer Grey	1960	\N	actress,producer,miscellaneous	tt0092890,tt0091042,tt0087985,tt2013293
nm0000427	Pam Grier	1949	\N	actress,writer,soundtrack	tt0119396,tt0228333,tt0069897,tt0071517
nm0000428	D.W. Griffith	1875	1948	director,writer,producer	tt0004972,tt0006864,tt0010484,tt0009968
nm0000429	Melanie Griffith	1957	\N	actress,producer,archive_footage	tt0096463,tt0091983,tt0086984,tt0117107
nm0000430	Steve Guttenberg	1958	\N	actor,producer,director	tt0091949,tt0094137,tt0087928,tt0098966
nm0000431	Taylor Hackford	1944	\N	producer,director,writer	tt0350258,tt0106469,tt0109642,tt0084434
nm0000432	Gene Hackman	1930	\N	actor,producer,stunts	tt0067116,tt0095647,tt0265666,tt0105695
nm0000433	Corey Haim	1971	2010	actor,producer,soundtrack	tt0093437,tt0095519,tt0091445,tt0090021
nm0000434	Mark Hamill	\N	\N	actor,producer,director	tt0076759,tt2527336,tt0080684,tt0086190
nm0000435	Daryl Hannah	1960	\N	actress,producer,director	tt0094291,tt0378194,tt0088161,tt0083658
nm0000436	Curtis Hanson	1945	2016	director,producer,writer	tt0119488,tt0388125,tt0104389,tt0298203
nm0000437	Woody Harrelson	1961	\N	actor,producer,director	tt2356777,tt0117318,tt0110632,tt5027774
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0800308,tt0183659,tt0120382,tt0112384
nm0000439	Neil Patrick Harris	1973	\N	actor,producer,writer	tt0460649,tt4834206,tt2267998,tt0120201
nm0000440	Nina Hartley	1959	\N	actress,director,producer	tt0118749,tt0189990,tt1282224,tt0167019
nm0000441	Noah Hathaway	1971	\N	actor,miscellaneous,producer	tt0088323,tt0076984,tt0092115,tt0077215
nm0000442	Rutger Hauer	1944	2019	actor,producer,director	tt1640459,tt0083658,tt0091209,tt0401792
nm0000443	Goldie Hawn	1945	\N	actress,producer,director	tt0081375,tt0093693,tt0116313,tt0104070
nm0000444	Glenne Headly	1955	2017	actress,archive_footage	tt0095031,tt2229499,tt0099422,tt0113862
nm0000445	Dan Hedaya	1940	\N	actor,soundtrack,archive_footage	tt0114814,tt0112697,tt0166924,tt0088944
nm0000446	Mariel Hemingway	1961	\N	actress,producer,executive	tt0079522,tt0094074,tt0159730,tt0088960
nm0000447	Marilu Henner	1952	\N	actress,miscellaneous,producer	tt0102250,tt0077089,tt0105017,tt0087507
nm0000448	Lance Henriksen	1940	\N	actor,producer,miscellaneous	tt0090605,tt0107076,tt0370263,tt0114214
nm0000449	Natasha Henstridge	1974	\N	actress,producer,soundtrack	tt0114508,tt0228333,tt0120841,tt0190138
nm0000450	Philip Seymour Hoffman	1967	2014	actor,producer,director	tt1560747,tt0379725,tt0292963,tt0181875
nm0000451	Gaby Hoffmann	1982	\N	actress,director,soundtrack	tt0097351,tt0114011,tt0116242,tt0098554
nm0000452	Lauren Holly	1963	\N	actress,producer,writer	tt0109686,tt0103512,tt0106770,tt0207201
